Date,Branch,Product,Quantity,UnitPrice,Total
2025-06-19,East,Organic Butter,2,339.91,679.82
2024-11-05,East,Fresh Candy,2,194.57,389.14
2025-02-05,South,Local Pasta,2,253.08,506.16
2024-10-20,North,Fresh Honey,9,461.65,4154.85
2024-11-27,North,Classic Butter,6,133.21,799.26
2025-03-30,Central,Light Canned Beans,8,171.41,1371.28
2025-04-07,West,Roasted Juice,6,470.08,2820.48
2024-11-01,East,Organic Frozen Pizza,10,267.83,2678.3
2024-10-16,South,Healthy Frozen Pizza,4,241.63,966.52
2025-10-09,South,Extra Virgin Jam,5,128.55,642.75
2024-12-20,East,Whole Grain Chocolate,6,216.76,1300.56
2025-09-21,South,Gluten-Free Rice,2,485.86,971.72
2025-02-17,East,Organic Jam,2,238.17,476.34
2025-06-08,East,Premium Canned Beans,10,450.35,4503.5
2025-04-28,Central,Healthy Cumin,6,271.78,1630.68
2025-01-14,North,Flavored Juice,2,97.1,194.2
2025-05-06,North,Organic Honey,3,51.5,154.5
2025-04-30,Central,Extra Virgin Cinnamon,1,480.56,480.56
2025-06-04,West,Local Cereal,6,220.83,1324.98
2025-10-15,North,Imported Yogurt,10,123.39,1233.9
2025-02-27,East,Whole Grain Tofu,9,499.89,4499.01
2025-05-21,North,Healthy Butter,2,145.02,290.04
2025-03-05,Central,Imported Honey,1,242.45,242.45
2024-11-09,Central,Healthy Dried Mango,3,86.4,259.2
2025-04-08,North,Whole Grain Oats,8,127.7,1021.6
2024-10-13,East,Whole Grain Soda,10,352.23,3522.3
2025-08-14,South,Premium Cereal Bar,7,405.21,2836.47
2025-03-25,West,Flavored Dried Mango,6,252.95,1517.7
2025-04-05,East,Imported Wheat Flour,1,262.52,262.52
2025-02-19,North,Roasted Granola,7,113.06,791.42
2025-03-12,Central,Fresh Dried Mango,3,252.24,756.72
2025-03-22,Central,Roasted Butter,2,374.88,749.76
2024-12-12,West,Local Pepper,3,328.06,984.18
2025-04-16,Central,Premium Canned Tuna,9,401.58,3614.22
2025-07-07,East,Light Chocolate,1,499.19,499.19
2024-11-13,South,Premium Jam,2,198.56,397.12
2025-02-26,South,Flavored Noodles,9,269.62,2426.58
2025-03-14,North,Gluten-Free Raisins,2,130.97,261.94
2024-11-04,East,Premium Almonds,4,355.7,1422.8
2025-04-02,South,Whole Grain Paprika,5,325.65,1628.25
2025-04-26,South,Extra Virgin Canned Tuna,10,301.23,3012.3
2025-08-07,South,Imported Canned Tuna,4,132.49,529.96
2025-06-09,East,Extra Virgin Eggs,1,50.74,50.74
2024-10-10,West,Whole Grain Dates,3,440.22,1320.66
2025-04-19,South,Light Canned Beans,5,84.37,421.85
2024-10-18,West,Light Cheese,9,347.7,3129.3
2024-12-30,Central,Healthy Rice Cakes,4,372.02,1488.08
2025-01-28,West,Gluten-Free Tea,6,99.71,598.26
2024-11-18,South,Classic Cereal Bar,4,434.55,1738.2
2024-10-14,West,Whole Grain Cashews,4,492.47,1969.88
2024-12-25,West,Natural Dates,3,193.81,581.43
2025-08-13,Central,Local Popcorn,5,474.93,2374.65
2025-04-26,East,Imported Coffee,9,414.16,3727.44
2025-01-26,South,Flavored Chocolate,3,257.85,773.55
2025-08-04,North,Gluten-Free Pasta,6,102.57,615.42
2025-08-30,South,Premium Paprika,10,394.19,3941.9
2025-07-30,North,Fresh Syrup,6,436.58,2619.48
2024-10-26,Central,Healthy Chips,10,174.01,1740.1
2024-12-27,Central,Low-Fat Crackers,3,256.83,770.49
2025-04-24,East,Whole Grain Popcorn,4,297.68,1190.72
2025-09-25,East,Local Chocolate,3,76.99,230.97
2024-11-29,Central,Local Juice,1,55.11,55.11
2024-12-20,East,Roasted Noodles,4,181.64,726.56
2024-12-30,East,Gluten-Free Cinnamon,5,227.76,1138.8
2025-09-19,Central,Roasted Crackers,10,354.05,3540.5
2025-10-01,South,Imported Chips,10,136.3,1363.0
2025-10-08,North,Natural Tea,1,347.62,347.62
2025-08-31,Central,Low-Fat Apples,5,224.77,1123.85
2024-12-07,West,Low-Fat Vanilla Extract,5,71.87,359.35
2024-12-28,North,Premium Almonds,8,357.28,2858.24
2025-09-09,Central,Healthy Cashews,5,343.29,1716.45
2025-02-13,East,Light Cereal,2,288.21,576.42
2025-06-08,South,Gluten-Free Paprika,10,126.2,1262.0
2025-04-25,East,Whole Grain Cereal,3,360.63,1081.89
2025-05-04,East,Natural Cereal Bar,4,434.04,1736.16
2025-02-03,Central,Classic Butter,5,251.19,1255.95
2024-11-10,East,Local Honey,6,484.02,2904.12
2025-07-31,East,Organic Rice Cakes,5,98.94,494.7
2025-01-08,Central,Flavored Canned Tuna,2,132.27,264.54
2025-08-01,Central,Low-Fat Noodles,9,364.48,3280.32
2025-09-29,East,Healthy Cinnamon,9,271.2,2440.8
2025-06-23,West,Healthy Lentils,9,428.02,3852.18
2025-03-08,South,Organic Corn,4,403.59,1614.36
2025-07-08,East,Gluten-Free Cashews,8,260.2,2081.6
2025-02-07,East,Natural Canned Tuna,10,282.75,2827.5
2025-02-05,Central,Roasted Jam,9,64.49,580.41
2025-07-07,East,Imported Granola,1,145.79,145.79
2025-04-29,North,Classic Tofu,9,326.74,2940.66
2025-09-28,West,Flavored Granola,2,62.53,125.06
2025-07-17,Central,Flavored Cheese,8,66.84,534.72
2025-08-13,North,Whole Grain Cooking Oil,4,272.33,1089.32
2025-04-08,North,Healthy Rice,6,251.64,1509.84
2025-07-10,Central,Premium Canned Tuna,5,226.68,1133.4
2025-05-19,South,Extra Virgin Corn,7,140.71,984.97
2025-03-24,Central,Local Cooking Oil,3,143.05,429.15
2024-10-17,South,Organic Frozen Pizza,3,401.91,1205.73
2025-08-23,South,Natural Energy Drink,1,198.46,198.46
2024-11-24,North,Local Ice Cream,6,77.77,466.62
2025-08-03,North,Gluten-Free Cashews,1,343.65,343.65
2024-12-01,Central,Flavored Apples,2,408.65,817.3
2025-01-03,South,Local Corn,5,140.47,702.35
2024-10-28,West,Natural Canned Tuna,9,166.07,1494.63
2025-05-14,North,Low-Fat Honey,2,253.83,507.66
2024-12-02,South,Organic Juice,2,163.4,326.8
2024-11-21,Central,Flavored Cooking Oil,3,418.18,1254.54
2025-05-23,North,Organic Cumin,2,60.51,121.02
2025-05-09,Central,Natural Canned Tuna,8,306.46,2451.68
2024-12-10,East,Roasted Pasta,1,242.03,242.03
2025-02-04,Central,Roasted Rice Cakes,8,209.8,1678.4
2025-04-17,East,Local Crisps,7,168.91,1182.37
2024-10-30,North,Extra Virgin Canned Tuna,2,285.36,570.72
2025-09-28,East,Premium Tea,3,447.67,1343.01
2025-08-03,East,Local Turmeric,5,410.68,2053.4
2025-08-26,South,Organic Butter,3,495.61,1486.83
2025-02-21,North,Low-Fat Bananas,6,295.48,1772.88
2025-01-03,Central,Low-Fat Dried Mango,6,231.93,1391.58
2025-06-22,South,Organic Soda,7,134.06,938.42
2025-09-08,North,Roasted Honey,5,255.08,1275.4
2025-05-28,East,Roasted Oats,2,112.18,224.36
2024-11-04,North,Natural Yogurt,6,150.24,901.44
2025-03-01,East,Natural Tofu,10,420.84,4208.4
2025-06-02,Central,Natural Cereal Bar,8,79.22,633.76
2025-06-16,Central,Imported Canned Tuna,9,296.61,2669.49
2025-04-08,North,Fresh Oats,7,345.16,2416.12
2025-01-15,West,Gluten-Free Lentils,1,316.09,316.09
2025-03-08,West,Fresh Canned Tuna,7,176.27,1233.89
2024-10-17,West,Organic Noodles,7,205.01,1435.07
2025-08-06,Central,Fresh Paprika,7,79.8,558.6
2024-12-25,West,Low-Fat Syrup,8,326.2,2609.6
2025-07-09,East,Flavored Beef Jerky,5,240.96,1204.8
2025-06-30,North,Premium Eggs,2,81.32,162.64
2025-03-08,North,Gluten-Free Frozen Pizza,7,295.61,2069.27
2024-12-25,North,Roasted Bread,7,216.41,1514.87
2025-04-03,East,Local Almonds,4,487.92,1951.68
2025-04-09,East,Flavored Syrup,8,415.05,3320.4
2025-03-16,South,Gluten-Free Vanilla Extract,4,101.53,406.12
2025-06-11,East,Roasted Cereal Bar,1,342.99,342.99
2025-06-10,Central,Imported Cinnamon,10,241.47,2414.7
2025-06-05,Central,Low-Fat Cheese,8,137.86,1102.88
2025-08-22,North,Classic Granola Bar,5,82.72,413.6
2025-03-13,East,Flavored Cumin,9,120.33,1082.97
2024-11-14,North,Premium Lentils,1,475.18,475.18
2025-08-17,East,Low-Fat Butter,10,351.65,3516.5
2025-09-04,North,Gluten-Free Bananas,3,75.65,226.95
2025-04-20,South,Gluten-Free Rice,1,311.26,311.26
2025-07-12,North,Gluten-Free Popcorn,1,190.31,190.31
2025-02-07,Central,Healthy Ice Cream,8,81.15,649.2
2025-06-05,North,Premium Turmeric,9,293.89,2645.01
2025-04-16,North,Roasted Crisps,10,60.05,600.5
2025-06-22,North,Fresh Oats,5,407.57,2037.85
2025-04-09,North,Local Candy,4,137.98,551.92
2025-09-26,West,Extra Virgin Chips,5,97.67,488.35
2024-11-01,West,Light Canned Beans,7,401.83,2812.81
2025-07-17,East,Light Dried Mango,6,399.55,2397.3
2025-05-04,North,Natural Beef Jerky,3,116.06,348.18
2025-03-23,Central,Healthy Ice Cream,9,316.9,2852.1
2025-09-12,West,Light Jam,9,174.27,1568.43
2024-11-20,South,Extra Virgin Water,5,127.47,637.35
2025-04-20,Central,Fresh Dried Mango,9,57.18,514.62
2024-12-13,East,Premium Pepper,9,491.42,4422.78
2024-12-15,North,Low-Fat Turmeric,4,394.82,1579.28
2025-01-04,North,Imported Cooking Oil,3,276.08,828.24
2025-07-09,East,Classic Beef Jerky,5,428.37,2141.85
2025-03-22,West,Low-Fat Cinnamon,6,352.23,2113.38
2025-04-24,East,Extra Virgin Rice,8,341.37,2730.96
2025-07-18,Central,Classic Rice,10,402.37,4023.7
2024-12-14,East,Light Cereal,4,246.79,987.16
2025-02-13,East,Light Cashews,3,215.25,645.75
2025-05-02,South,Roasted Chips,3,488.51,1465.53
2025-10-04,South,Light Chocolate,9,496.26,4466.34
2024-12-13,East,Natural Candy,1,239.31,239.31
2025-02-20,North,Gluten-Free Tofu,7,474.95,3324.65
2025-06-19,West,Extra Virgin Noodles,8,157.97,1263.76
2025-01-27,Central,Natural Chips,8,400.74,3205.92
2025-04-13,South,Fresh Butter,6,267.85,1607.1
2025-01-01,East,Flavored Jam,3,218.55,655.65
2024-10-31,North,Classic Turmeric,6,341.67,2050.02
2025-01-12,East,Flavored Soda,8,386.94,3095.52
2024-12-18,North,Flavored Cinnamon,1,411.24,411.24
2025-05-31,Central,Natural Cinnamon,9,339.14,3052.26
2024-11-12,North,Low-Fat Popcorn,3,160.79,482.37
2024-10-11,South,Fresh Cereal,7,207.84,1454.88
2025-02-20,Central,Local Cereal Bar,10,88.17,881.7
2024-10-13,North,Whole Grain Canned Tuna,6,199.23,1195.38
2025-09-24,Central,Healthy Almonds,8,153.62,1228.96
2025-03-25,West,Extra Virgin Frozen Pizza,8,381.32,3050.56
2025-09-23,West,Premium Corn,4,288.31,1153.24
2025-08-29,North,Premium Honey,2,272.85,545.7
2025-03-23,Central,Premium Almonds,8,158.67,1269.36
2025-07-01,North,Flavored Vanilla Extract,9,465.34,4188.06
2025-05-22,Central,Premium Milk,4,62.1,248.4
2025-08-23,South,Local Tofu,9,79.65,716.85
2025-09-25,Central,Extra Virgin Wheat Flour,5,392.74,1963.7
2025-04-03,West,Premium Syrup,9,355.22,3196.98
2024-11-20,West,Extra Virgin Cashews,9,463.36,4170.24
2025-03-10,East,Imported Ice Cream,10,249.98,2499.8
2025-04-28,East,Extra Virgin Canned Beans,1,64.55,64.55
2024-12-09,East,Premium Bananas,8,53.72,429.76
2025-01-19,West,Gluten-Free Granola Bar,10,100.8,1008.0
2025-05-26,South,Flavored Coffee,5,210.15,1050.75
2025-08-08,West,Light Coffee,5,496.82,2484.1
2025-10-01,Central,Premium Juice,7,235.92,1651.44
2025-09-14,East,Flavored Jam,3,51.58,154.74
2025-02-16,West,Whole Grain Pasta,8,253.73,2029.84
2024-11-02,South,Flavored Milk,1,152.04,152.04
2025-08-24,Central,Gluten-Free Wheat Flour,7,450.24,3151.68
2024-12-05,West,Fresh Bananas,1,423.1,423.1
2025-09-18,East,Fresh Cereal,7,350.38,2452.66
2025-06-03,Central,Low-Fat Wheat Flour,2,336.47,672.94
2025-04-07,North,Gluten-Free Oats,3,339.84,1019.52
2025-05-20,North,Whole Grain Butter,1,104.25,104.25
2024-11-28,West,Imported Canned Tuna,10,227.91,2279.1
2025-06-20,Central,Light Eggs,6,372.54,2235.24
2025-05-02,South,Fresh Coconut Water,2,135.93,271.86
2024-12-25,West,Natural Paprika,2,141.34,282.68
2025-09-07,Central,Local Milk,2,104.39,208.78
2025-03-22,East,Premium Yogurt,3,93.76,281.28
2025-09-03,West,Light Tea,5,398.06,1990.3
2025-08-04,East,Classic Rice,7,390.43,2733.01
2024-12-30,South,Flavored Cooking Oil,6,299.6,1797.6
2024-10-11,East,Imported Eggs,5,454.66,2273.3
2025-09-25,East,Imported Chocolate,3,57.59,172.77
2025-03-19,North,Whole Grain Coffee,5,466.7,2333.5
2025-01-29,North,Flavored Corn,8,225.37,1802.96
2025-03-02,South,Gluten-Free Crackers,2,339.23,678.46
2025-06-12,West,Low-Fat Candy,8,449.93,3599.44
2025-06-27,East,Fresh Milk,9,303.24,2729.16
2025-06-23,Central,Flavored Turmeric,10,343.05,3430.5
2025-04-13,Central,Gluten-Free Canned Tuna,10,400.29,4002.9
2025-05-17,West,Premium Cashews,3,71.6,214.8
2025-03-04,West,Whole Grain Tofu,3,379.54,1138.62
2025-10-13,North,Gluten-Free Canned Beans,3,164.2,492.6
2024-11-23,West,Natural Turmeric,9,399.1,3591.9
2025-09-09,East,Low-Fat Coffee,6,438.58,2631.48
2025-01-11,South,Light Juice,1,225.44,225.44
2025-07-08,North,Organic Soda,2,328.27,656.54
2025-04-29,East,Local Coffee,5,79.86,399.3
2025-09-26,Central,Premium Bread,4,252.51,1010.04
2024-10-14,East,Whole Grain Vanilla Extract,7,222.68,1558.76
2025-03-01,West,Flavored Rice,1,167.25,167.25
2025-04-29,West,Extra Virgin Soda,7,86.59,606.13
2025-06-25,Central,Low-Fat Dried Mango,4,186.93,747.72
2025-03-08,West,Fresh Raisins,9,299.62,2696.58
2025-06-15,West,Roasted Frozen Pizza,6,419.48,2516.88
2025-01-17,South,Light Honey,10,440.68,4406.8
2025-07-13,Central,Whole Grain Canned Beans,1,326.44,326.44
2025-07-28,West,Low-Fat Lentils,5,439.5,2197.5
2025-03-08,Central,Whole Grain Pepper,3,391.53,1174.59
2025-02-05,East,Classic Pepper,10,272.48,2724.8
2024-12-11,West,Flavored Yogurt,2,171.17,342.34
2025-08-10,Central,Low-Fat Frozen Pizza,10,414.32,4143.2
2024-10-16,East,Premium Coffee,5,407.99,2039.95
2025-03-15,West,Extra Virgin Energy Drink,5,453.23,2266.15
2025-01-17,East,Natural Crisps,5,215.3,1076.5
2024-11-25,North,Classic Rice Cakes,10,243.81,2438.1
2025-06-08,South,Light Frozen Pizza,9,404.02,3636.18
2025-07-22,North,Whole Grain Pepper,2,126.28,252.56
2025-04-28,Central,Organic Syrup,4,413.37,1653.48
2025-01-29,North,Roasted Rice,8,80.54,644.32
2025-07-21,Central,Classic Cheese,1,484.28,484.28
2025-07-11,East,Local Water,2,70.13,140.26
2025-05-21,North,Healthy Ice Cream,10,332.2,3322.0
2025-04-04,South,Healthy Dates,5,78.78,393.9
2024-12-12,South,Flavored Dates,4,90.74,362.96
2024-12-03,North,Organic Energy Drink,2,241.54,483.08
2025-08-19,North,Local Jam,1,225.69,225.69
2025-08-06,East,Whole Grain Coffee,8,494.84,3958.72
2025-01-02,West,Whole Grain Corn,2,128.86,257.72
2025-01-27,North,Fresh Candy,9,73.32,659.88
2024-12-28,Central,Healthy Raisins,7,170.87,1196.09
2025-10-08,East,Extra Virgin Yogurt,5,214.97,1074.85
2025-02-22,North,Roasted Coffee,7,226.2,1583.4
2025-03-16,East,Low-Fat Frozen Pizza,10,361.82,3618.2
2024-10-10,South,Organic Beef Jerky,7,293.4,2053.8
2025-04-23,North,Premium Cashews,3,356.8,1070.4
2025-06-07,South,Organic Pepper,8,474.26,3794.08
2025-08-11,West,Extra Virgin Almonds,3,242.41,727.23
2025-03-31,North,Natural Tea,10,487.75,4877.5
2025-01-29,Central,Whole Grain Dried Mango,8,375.69,3005.52
2025-01-16,East,Extra Virgin Frozen Pizza,5,197.18,985.9
2025-06-13,South,Natural Ice Cream,6,270.73,1624.38
2024-11-01,West,Classic Cooking Oil,2,276.51,553.02
2024-10-16,Central,Low-Fat Yogurt,8,182.5,1460.0
2025-05-31,Central,Premium Almonds,3,438.24,1314.72
2024-11-18,Central,Organic Yogurt,7,60.54,423.78
2025-08-28,Central,Light Dried Mango,9,122.08,1098.72
2025-08-03,North,Whole Grain Syrup,9,74.16,667.44
2025-04-11,West,Healthy Eggs,2,89.52,179.04
2025-04-12,East,Organic Cooking Oil,3,74.05,222.15
2025-04-14,South,Roasted Crisps,9,81.09,729.81
2025-08-26,North,Low-Fat Jam,10,86.5,865.0
2024-11-24,North,Local Canned Beans,4,410.04,1640.16
2025-01-31,East,Whole Grain Cereal Bar,9,122.12,1099.08
2025-08-22,West,Classic Coconut Water,10,133.62,1336.2
2025-07-01,North,Flavored Cheese,3,205.91,617.73
2025-04-05,North,Healthy Bread,8,77.14,617.12
2024-10-09,South,Imported Water,2,303.67,607.34
2024-10-31,West,Roasted Pasta,9,302.01,2718.09
2025-07-21,East,Whole Grain Corn,6,174.8,1048.8
2025-08-08,West,Extra Virgin Dried Mango,3,343.54,1030.62
2024-11-20,East,Imported Juice,3,462.68,1388.04
2025-07-17,West,Organic Dates,5,185.66,928.3
2025-04-26,South,Low-Fat Dates,2,373.38,746.76
2024-12-28,East,Roasted Tofu,4,271.43,1085.72
2025-04-04,Central,Whole Grain Juice,3,464.52,1393.56
2025-09-05,North,Roasted Crisps,6,465.7,2794.2
2025-07-05,West,Local Canned Tuna,2,114.25,228.5
2024-11-22,North,Organic Apples,9,267.16,2404.44
2025-06-08,North,Fresh Ice Cream,3,221.26,663.78
2025-06-20,South,Low-Fat Syrup,6,296.8,1780.8
2025-10-06,North,Healthy Crackers,9,420.65,3785.85
2025-06-30,North,Flavored Wheat Flour,3,283.23,849.69
2024-10-23,Central,Classic Milk,5,60.56,302.8
2025-08-09,East,Extra Virgin Bread,2,373.5,747.0
2025-07-19,West,Premium Cheese,8,386.82,3094.56
2025-02-25,North,Organic Pepper,7,383.78,2686.46
2025-04-05,North,Natural Crisps,4,273.9,1095.6
2025-05-29,North,Organic Corn,9,437.96,3941.64
2025-09-13,East,Gluten-Free Milk,2,390.49,780.98
2025-05-06,West,Gluten-Free Canned Tuna,5,267.65,1338.25
2025-07-25,East,Classic Granola,2,412.67,825.34
2025-08-22,South,Classic Chocolate,2,312.89,625.78
2025-03-30,East,Natural Water,1,268.19,268.19
2025-01-30,North,Flavored Coconut Water,6,377.3,2263.8
2025-05-06,Central,Organic Energy Drink,5,170.78,853.9
2025-10-02,North,Imported Chocolate,8,350.16,2801.28
2025-10-07,East,Extra Virgin Cereal,3,432.49,1297.47
2024-11-10,East,Premium Energy Drink,6,133.13,798.78
2025-09-08,East,Fresh Juice,1,170.97,170.97
2025-09-22,North,Extra Virgin Oats,4,220.96,883.84
2025-06-30,Central,Low-Fat Tea,5,227.11,1135.55
2025-07-19,North,Extra Virgin Noodles,7,362.82,2539.74
2025-09-11,South,Organic Butter,8,408.34,3266.72
2025-09-09,Central,Flavored Granola Bar,7,436.44,3055.08
2025-05-29,Central,Gluten-Free Dates,3,324.09,972.27
2025-06-04,North,Light Ice Cream,1,383.75,383.75
2024-10-24,North,Natural Bananas,1,151.0,151.0
2025-01-29,West,Whole Grain Rice Cakes,7,187.26,1310.82
2024-11-11,South,Classic Crackers,7,304.06,2128.42
2025-01-14,Central,Organic Apples,9,438.75,3948.75
2025-09-15,West,Classic Pasta,5,171.83,859.15
2024-11-10,West,Low-Fat Energy Drink,10,277.21,2772.1
2024-11-04,West,Healthy Rice,9,249.39,2244.51
2025-06-16,West,Local Raisins,5,244.81,1224.05
2025-07-07,Central,Natural Cinnamon,2,484.45,968.9
2025-07-07,South,Light Water,2,191.95,383.9
2024-12-03,East,Gluten-Free Noodles,8,396.91,3175.28
2024-12-02,West,Light Dried Mango,6,346.02,2076.12
2025-10-03,Central,Natural Crisps,3,131.78,395.34
2025-08-25,Central,Flavored Crisps,9,440.04,3960.36
2024-11-18,North,Premium Canned Tuna,6,83.56,501.36
2025-09-16,Central,Flavored Cinnamon,4,457.04,1828.16
2025-07-09,South,Healthy Honey,6,247.39,1484.34
2025-05-10,Central,Healthy Noodles,4,90.05,360.2
2025-07-08,North,Roasted Chocolate,2,377.39,754.78
2025-09-17,South,Local Bananas,9,158.46,1426.14
2025-07-04,South,Flavored Cooking Oil,5,225.99,1129.95
2025-03-22,West,Healthy Energy Drink,10,393.07,3930.7
2025-01-25,West,Organic Raisins,6,333.11,1998.66
2025-04-20,Central,Whole Grain Dates,9,288.16,2593.44
2025-05-07,South,Roasted Candy,1,205.99,205.99
2025-05-31,Central,Fresh Noodles,9,395.06,3555.54
2025-01-17,West,Gluten-Free Dried Mango,4,53.93,215.72
2025-02-15,North,Premium Cinnamon,8,126.42,1011.36
2024-12-03,South,Fresh Syrup,1,227.98,227.98
2025-09-02,West,Extra Virgin Lentils,6,115.33,691.98
2024-11-14,East,Flavored Cheese,4,468.44,1873.76
2025-10-05,Central,Premium Juice,4,98.54,394.16
2025-04-21,West,Imported Lentils,4,495.6,1982.4
2025-01-12,North,Light Tofu,3,80.99,242.97
2025-04-12,West,Fresh Ice Cream,5,147.9,739.5
2025-01-08,East,Classic Milk,5,407.83,2039.15
2024-10-27,West,Low-Fat Crackers,6,456.01,2736.06
2024-11-02,North,Local Tea,1,53.37,53.37
2025-06-18,South,Roasted Cashews,1,296.62,296.62
2025-09-13,South,Organic Candy,5,376.64,1883.2
2025-06-19,East,Local Canned Tuna,5,109.76,548.8
2025-08-06,South,Extra Virgin Chips,3,259.37,778.11
2025-10-15,South,Natural Cumin,4,281.0,1124.0
2025-03-26,North,Imported Cheese,6,72.16,432.96
2024-11-19,East,Organic Almonds,7,326.7,2286.9
2025-09-03,East,Healthy Coconut Water,1,135.0,135.0
2025-07-21,West,Natural Honey,5,324.32,1621.6
2025-10-05,Central,Natural Tea,2,263.1,526.2
2025-10-07,North,Gluten-Free Cumin,10,264.62,2646.2
2025-03-16,Central,Whole Grain Cooking Oil,4,52.47,209.88
2024-10-20,North,Natural Wheat Flour,3,293.0,879.0
2025-01-24,Central,Light Lentils,7,170.43,1193.01
2024-10-27,North,Low-Fat Candy,6,233.49,1400.94
2025-06-27,East,Fresh Yogurt,7,167.28,1170.96
2025-04-10,South,Imported Jam,2,268.13,536.26
2025-08-31,South,Flavored Pepper,7,192.19,1345.33
2025-09-30,East,Whole Grain Dates,9,198.68,1788.12
2025-09-13,East,Local Bread,4,477.63,1910.52
2025-08-07,West,Low-Fat Turmeric,7,173.36,1213.52
2024-11-18,Central,Flavored Dates,6,83.42,500.52
2025-05-11,East,Healthy Oats,4,310.04,1240.16
2025-10-07,West,Fresh Tea,9,90.3,812.7
2024-12-04,South,Classic Canned Beans,8,427.59,3420.72
2024-11-18,Central,Organic Cashews,3,134.45,403.35
2024-11-04,Central,Imported Lentils,2,65.99,131.98
2025-08-14,Central,Extra Virgin Dried Mango,2,380.69,761.38
2024-11-23,South,Gluten-Free Paprika,3,412.5,1237.5
2025-05-11,South,Low-Fat Tea,5,64.59,322.95
2025-02-13,North,Premium Apples,6,237.12,1422.72
2025-07-06,Central,Local Chips,4,157.53,630.12
2024-10-22,East,Local Ice Cream,1,155.77,155.77
2025-07-08,Central,Flavored Granola,8,364.17,2913.36
2025-05-05,East,Premium Candy,5,359.68,1798.4
2025-09-08,West,Healthy Eggs,10,424.05,4240.5
2025-07-22,Central,Gluten-Free Cheese,1,404.6,404.6
2025-05-29,Central,Imported Oats,5,470.96,2354.8
2025-04-02,South,Whole Grain Crisps,10,252.49,2524.9
2025-03-13,West,Premium Pasta,3,246.82,740.46
2024-12-26,North,Organic Almonds,8,341.3,2730.4
2025-08-24,North,Light Rice Cakes,2,160.46,320.92
2025-05-01,North,Low-Fat Soda,2,435.91,871.82
2025-09-09,Central,Classic Lentils,10,307.78,3077.8
2025-07-31,East,Roasted Oats,6,148.41,890.46
2024-11-12,West,Light Rice Cakes,4,284.86,1139.44
2025-09-28,West,Flavored Soda,3,421.91,1265.73
2025-09-01,West,Natural Wheat Flour,8,141.3,1130.4
2025-02-23,East,Natural Cheese,5,435.39,2176.95
2025-06-16,South,Classic Noodles,3,295.99,887.97
2024-10-22,North,Premium Tofu,1,295.84,295.84
2025-01-20,North,Natural Water,4,409.42,1637.68
2025-01-26,North,Extra Virgin Rice,10,471.71,4717.1
2025-01-31,South,Local Juice,9,84.92,764.28
2025-07-05,North,Low-Fat Raisins,4,208.09,832.36
2025-07-28,North,Roasted Coffee,5,65.37,326.85
2024-10-20,North,Light Rice,1,401.95,401.95
2025-03-19,South,Natural Yogurt,8,119.2,953.6
2025-02-24,West,Gluten-Free Syrup,9,392.23,3530.07
2024-10-10,South,Gluten-Free Ice Cream,9,314.46,2830.14
2025-09-18,North,Extra Virgin Crisps,3,357.86,1073.58
2025-07-15,West,Flavored Beef Jerky,5,443.21,2216.05
2025-03-30,West,Organic Cinnamon,9,341.5,3073.5
2025-07-07,South,Roasted Coffee,4,93.84,375.36
2025-08-16,West,Whole Grain Ice Cream,2,164.2,328.4
2025-08-26,East,Healthy Canned Beans,9,389.67,3507.03
2025-02-21,North,Healthy Pepper,8,260.26,2082.08
2025-05-12,North,Healthy Tea,7,486.72,3407.04
2024-12-03,East,Extra Virgin Bread,7,476.57,3335.99
2025-08-21,East,Extra Virgin Cereal,7,338.36,2368.52
2025-02-19,Central,Classic Crisps,1,437.23,437.23
2024-10-23,South,Healthy Lentils,10,267.89,2678.9
2024-11-10,West,Premium Canned Tuna,9,357.11,3213.99
2025-09-18,North,Organic Vanilla Extract,1,442.72,442.72
2024-11-20,West,Premium Bananas,3,195.53,586.59
2024-12-09,West,Gluten-Free Cashews,6,420.46,2522.76
2025-08-04,West,Extra Virgin Chips,3,287.04,861.12
2025-10-13,North,Whole Grain Canned Tuna,6,369.08,2214.48
2025-09-11,North,Low-Fat Cooking Oil,1,430.87,430.87
2025-05-04,East,Organic Cooking Oil,4,412.66,1650.64
2024-11-29,North,Flavored Water,8,357.25,2858.0
2025-03-26,North,Flavored Cooking Oil,4,168.16,672.64
2025-07-10,South,Extra Virgin Almonds,3,131.63,394.89
2025-04-10,South,Natural Cooking Oil,2,257.34,514.68
2025-08-11,East,Premium Cumin,7,254.72,1783.04
2024-12-07,West,Light Syrup,8,207.38,1659.04
2025-06-16,East,Whole Grain Oats,1,261.54,261.54
2025-04-14,South,Gluten-Free Noodles,9,355.67,3201.03
2025-03-11,West,Classic Granola Bar,7,300.47,2103.29
2025-09-22,Central,Light Cashews,5,460.48,2302.4
2024-11-17,West,Classic Granola Bar,8,380.93,3047.44
2024-10-09,Central,Local Dates,2,351.03,702.06
2024-12-04,East,Local Almonds,10,299.29,2992.9
2025-10-06,East,Natural Vanilla Extract,7,276.34,1934.38
2025-02-10,East,Roasted Cumin,8,88.77,710.16
2025-10-13,Central,Premium Vanilla Extract,4,246.84,987.36
2025-08-22,North,Classic Crisps,7,473.96,3317.72
2024-10-28,North,Organic Cumin,5,102.12,510.6
2025-04-24,West,Natural Honey,9,456.38,4107.42
2025-06-30,South,Whole Grain Eggs,1,153.76,153.76
2025-04-17,West,Whole Grain Pepper,4,185.11,740.44
